,Código do Município,Município,Estado,Ano de Referência,Prestadores,ES002 - Quantidade de ligações ativas de esgotos,ES003 - Quantidade de economias ativas de esgotos,ES004 - Extensão da rede de esgotos,ES005 - Volume de esgotos coletado,ES006 - Volume de esgotos tratado,ES007 - Volume de esgotos faturado,ES009 - Quantidade de ligações totais de esgotos,ES026 - População urbana atendida com esgotamento sanitário,FN039 - Despesa com esgoto exportado
2691,"251040,00",Olho d Água,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25104011] Prefeitura Municipal de Olho D'Água - PMOD | [25104040] SECRETARIA MUNICIPAL DE INFRA ESTRUTURA - SMIE,950.0,,7.35,243.0,0.0,0.0,1000.0,2860.0,0.0
2693,"251060,00",Ouro Velho,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25106011] Prefeitura Municipal de Ouro Velho - PMOV | [25106040] Prefeitura Municipal de Ouro Velho - PMOV,760.0,760.0,4.9,450.0,0.0,0.0,760.0,2125.0,0.0
2696,"251080,00",Patos,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25108040] SECRETARIA DE SERVIÇOS PÚBLICOS - SESP,4571.0,5900.0,14.57,533.98,533.98,782.87,4837.0,16539.0,0.0
2699,"251110,00",Pedra Lavrada,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25111011] Prefeitura Municipal de Pedra Lavrada - PMPL | [25111040] PREFEITURA MUNICIPAL DE PEDRA LAVRADA - PMPL,2100.0,2100.0,14.0,120.0,0.0,0.0,2300.0,3000.0,0.0
2700,"251120,00",Pedras de Fogo,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA,591.0,717.0,4.02,37.79,37.79,50.96,731.0,2379.0,0.0
2701,"251272,00",Pedro Régis,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25127211] Prefeitura Municipal de Pedro Régis - PMPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2703,"251140,00",Picuí,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25114011] Prefeitura Municipal de Picuí - PMP | [25114040] Prefeitura Municipal de Picuí - PMP,5500.0,5500.0,38.5,660.0,0.0,0.0,5500.0,12440.0,0.0
2716,"251250,00",Queimadas,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25125040] Prefeitura Municipal de Queimadas - PMQ,226.0,226.0,1.32,18.59,18.59,26.54,239.0,728.0,0.0
2722,"251278,00",Riacho de Santo Antônio,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25127811] Prefeitura Municipal de Riacho de Santo Antônio - PMRSA | [25127840] Prefeitura Municipal de Riacho de Santo Antônio - PMRSA,20.0,,10.0,100.0,100.0,0.0,100.0,741.0,0.0
2728,"251320,00",Santa Cruz,PB,"2019,00","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25132011] Prefeitura Municipal de Santa Cruz - PMSC | [25132040] SECRETARIA MUNICIPAL DE SERVIÇOS URBANOS, MEIO AMBIENTE E AGRICULTURA - SMSUMA",600.0,,9.5,80.0,0.0,0.0,650.0,2350.0,0.0
2729,"251330,00",Santa Helena,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25133011] Prefeitura Municipal de Santa Helena - PMSH | [25133040] PREFEITURA MUNICIPAL DE SANTA HELENA - PMSH,1725.0,,36.5,200.0,0.0,0.0,1725.0,1300.0,0.0
2734,"251370,00",Santa Rita,PB,"2019,00","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25137040] Secretaria de Infraestrutura, Serviços e Obras Públicas - SEINFRA",1767.0,1895.0,21.83,240.94,240.94,287.66,1834.0,5399.0,0.0
2738,"251390,00",São Bento,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25139011] Prefeitura Municipal de São Bento - PMSB,5000.0,6500.0,35.0,4500.0,4500.0,0.0,6000.0,25500.0,0.0
2740,"251394,00",São Domingos do Cariri,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25139411] Prefeitura Municipal de São Domingos do Cariri - PMSDC | [25139440] Prefeitura Municipal de São Domingos do Cariri - PMSDC,489.0,,20.91,129.85,0.0,0.0,489.0,880.0,0.0
2751,"251465,00",São José do Brejo do Cruz,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25146511] Prefeitura Municipal de São José do Brejo do Cruz - PMSJBC | [25146540] PREFEITURA MUNICIPAL DE SÃO JOSÉ DO BREJO DO CRUZ - PMSJBC,210.0,210.0,4.2,63.03,63.03,0.0,250.0,430.0,0.0
2753,"251480,00",São José dos Cordeiros,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25148011] Prefeitura Municipal de São José dos Cordeiros - PMSJC,498.0,,3.5,224.1,0.0,0.0,498.0,1496.0,0.0
2755,"251490,00",São Mamede,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25149011] Prefeitura Municipal de São Mamede - PMSM | [25149040] Prefeitura Municipal de São Mamede - PMSM,2000.0,2000.0,12.0,192.0,38.4,0.0,2500.0,2200.0,0.0
2756,"251500,00",São Miguel de Taipu,PB,"2019,00",[25150011] Prefeitura Municipal de São Miguel de Taipu - PMSMT | [25150040] PRFEITURA MUNICIPAL DE SÃO MIGUEL DE TAIPU - PMSMT,1200.0,1200.0,10.0,180.0,0.0,0.0,1300.0,0.0,65000.0
2758,"251520,00",São Sebastião do Umbuzeiro,PB,"2019,00",[25152011] Prefeitura Municipal de São Sebastião do Umbuzeiro - PMSSU | [25152040] PREFEITURA MUNICIPAL DE SÃO SEBASTIÃO DO UMBUZEIRO - PMSSU,800.0,,10.0,150.0,150.0,0.0,800.0,2200.0,0.0
2760,"251530,00",Sapé,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25153040] Secretaria Municipal de Meio Ambiente e Infraestrutura - SEMAIE,3525.0,3654.0,18.39,288.09,288.09,404.25,3580.0,11199.0,0.0
2762,"251560,00",Serra da Raiz,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25156011] Prefeitura Municipal de Serra da Raiz - PMSR | [25156040] PREFEITURA MUNICIPAL DE SERRA DA RAIZ - PMSR,2000.0,,20.0,115.0,0.0,0.0,2010.0,2098.0,0.0
2770,"251615,00",Sossêgo,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25161511] Prefeitura Municipal de Sossêgo - PMS | [25161540] Prefeitura Municipal de Sossêgo - PMS,201.0,401.0,4.0,35.0,0.0,0.0,201.0,710.0,0.0
2772,"251630,00",Sumé,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25163040] Prefeitura Municipal de Sumé - PMS,1942.0,1989.0,19.36,163.44,163.44,228.8,2087.0,5189.0,0.0
2775,"251660,00",Tavares,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25166011] Prefeitura Municipal de Tavares - PMT,690.0,,16.0,107.0,0.0,0.0,754.0,2262.0,0.0
2777,"251675,00",Tenório,PB,"2019,00",[25167511] Prefeitura Municipal de Tenório - PMT | [25167540] Prefeitura Municipal de Tenório - PMT,100.0,,10.0,20.0,0.0,0.0,100.0,1800.0,0.0
2781,"251710,00",Várzea,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25171011] Prefeitura Municipal de Várzea - PMV | [25171040] Prefeitura Municipal de Várzea - PB - PMV,432.0,582.0,5.1,75.2,63.5,0.0,652.0,1934.0,0.0
2785,"260005,00",Abreu e Lima,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26000540] Prefeitura Municipal de Abreu e Lima - PMAL,6362.0,7013.0,90.03,936.55,936.55,1255.88,6426.0,22802.0,0.0
2786,"260010,00",Afogados da Ingazeira,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26001040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS  PÚBLICOS - PMAI,1414.0,1419.0,34.6,91.92,91.92,166.97,1445.0,4424.0,0.0
2787,"260020,00",Afrânio,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26002011] Prefeitura Municipal de Afranio - PMA,3000.0,3000.0,25.0,400.0,0.0,0.0,3000.0,6500.0,0.0
2788,"260030,00",Agrestina,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26003011] Prefeitura Municipal de Agrestina - PMA | [26003040] PREFEITURA MUNICIPAL DE AGRESTINA - PMA,3943.0,,19.44,735.74,0.0,0.0,3943.0,14740.0,0.0
2791,"260060,00",Alagoinha,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26006011] Prefeitura Municipal de Alagoinha - PMA | [26006040] Prefeitura Municipal de Alagoinha - PMA,2330.0,,18.0,200.0,0.0,0.0,2330.0,3780.0,0.0
2793,"260080,00",Altinho,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26008011] Prefeitura Municipal de Altinho - PMA,4500.0,5000.0,50.0,200.0,0.0,0.0,5000.0,10464.0,0.0
2797,"260110,00",Araripina,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26011011] Prefeitura Municipal de Araripina - PMA | [26011040] Prefeitura Municipal de Araripina - PMA,11005.0,11006.0,101.5,1924.04,485.0,0.0,13402.0,36884.0,0.0
2798,"260120,00",Arcoverde,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA,1110.0,1155.0,13.06,154.23,154.23,206.43,1125.0,3816.0,0.0
2800,"260140,00",Barreiros,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA,3547.0,3566.0,61.69,322.82,322.82,528.26,3763.0,13130.0,0.0
2806,"260200,00",Bodocó,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26020011] Prefeitura Municipal de Bodocó - PMB | [26020040] Prefeitura Municipal de Bodocó - PMB,4498.0,4622.0,85.0,245.0,245.0,0.0,5410.0,8340.0,0.0
2808,"260220,00",Bom Jardim,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26022011] Prefeitura Municipal de Bom Jardim - PMBJ | [26022040] PREFEITURA MUNICIPAL DO BOM JARDIM - PMBJ,156.0,,1.9,93.0,0.0,0.0,172.0,675.0,0.0
2811,"260250,00",Brejinho,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26025011] Prefeitura Municipal de Brejinho - PMB | [26025040] PREFEITURA MUNICIPAL DE BREJINHO - PMB,993.0,993.0,18.0,125.0,0.0,0.0,993.0,3396.0,0.0
2812,"260260,00",Brejo da Madre de Deus,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26026011] Prefeitura Municipal de Brejo da Madre de Deus - PMBMD | [26026040] Secretaria Municipal de Obras e Urbanismo - SOU,12111.0,,58.0,3633.3,0.0,0.0,12111.0,20800.0,0.0
2815,"260290,00",Cabo de Santo Agostinho,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26029040] Prefeitura Municipal do Cabo de Santo Agostinho - PMCSA,5618.0,7378.0,194.29,888.04,888.04,1279.71,5720.0,24070.0,0.0
2816,"260300,00",Cabrobó,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26030011] Prefeitura Municipal de Cabrobó - PMC | [26030040] Secretaria de Infraestrutua Urbana - SEINFRA,5715.0,,46.12,890.0,0.0,0.0,5720.0,21700.0,0.0
2817,"260310,00",Cachoeirinha,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26031011] Prefeitura Municipal de Cachoeirinha - PMC | [26031040] Prefeitura Municipal de Cachoeirinha - PMC,3750.0,3900.0,48.0,486.0,0.0,0.0,3900.0,12000.0,0.0
2821,"260345,00",Camaragibe,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA,561.0,626.0,7.53,160.27,160.27,212.83,569.0,2098.0,0.0
2826,"260390,00",Carnaíba,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26039011] Prefeitura Municipal de Carnaíba - PMC | [26039040] PREFEITURA MUNICIPAL DE CARNAÍBA - PMC,1400.0,1560.0,28.0,268.8,268.8,0.0,1560.0,7624.0,0.0
2829,"260410,00",Caruaru,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26041040] Prefeitura Municipal Caruaru - PMC,50529.0,65124.0,431.17,5818.18,5818.18,8667.09,51228.0,198101.0,0.0
2832,"260430,00",Cedro,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26043011] Prefeitura Municipal de Cedro - PMC | [26043040] Prefeitura Municipal de Cedro - PMC,1511.0,,11.59,496.1,0.0,0.0,1511.0,6721.0,0.0
2834,"260450,00",Chã Grande,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26045011] Prefeitura Municipal de Chã Grande - PMCG | [26045040] Prefeitura Municipal de Chã Grande - PMCG,11000.0,11100.0,155.0,160.0,60.0,0.0,12000.0,10000.0,0.0
2839,"260500,00",Cupira,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26050011] Prefeitura Municipal de Cupira - PMC | [26050040] Prefeitura Municipal de Cupira - PMC,5658.0,,54.5,725.3,0.0,0.0,6152.0,17162.0,0.0
2841,"260515,00",Dormentes,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26051540] PREFEITURA MUNICIPAL DE DORMENTES - PMD,1651.0,1719.0,18.34,117.66,117.66,223.11,1712.0,5045.0,0.0
2843,"260530,00",Exu,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26053011] Prefeitura Municipal de Exu - PME | [26053040] Prefeitura Municipal de Exu - PME,4301.0,,123.0,279.16,279.16,0.0,4301.0,14973.0,10.0
2845,"260545,00",Fernando de Noronha,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26054540] Autarquia Territorial Distrito Estadual de Fernando de Noronha - ATDEFN,575.0,952.0,37.48,240.67,240.67,258.09,580.0,2074.0,0.0
2848,"260570,00",Floresta,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26057011] Prefeitura Municipal de Floresta - PMF | [26057040] PREFEITURA MUNICIPAL DE FLORESTA - PMF,5107.0,,204.48,3197.22,0.0,0.0,25535.0,20166.0,0.0
2851,"260600,00",Garanhuns,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA,5153.0,5403.0,129.72,554.13,554.13,789.23,5262.0,18157.0,0.0
2854,"260630,00",Granito,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26063011] Prefeitura Municipal de Granito - PMG | [26063040] Prefeitura Municipal de Granito - PMG,905.0,,12.39,565.0,565.0,0.0,1169.0,3439.0,0.0
2855,"260640,00",Gravatá,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26064040] SECRETARIA DE INFRAESTRUTURA - SEINFRA,340.0,388.0,6.52,83.09,83.09,96.78,347.0,1247.0,0.0
2857,"260660,00",Ibimirim,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26066011] Prefeitura Municipal de Ibimirim - PMI | [26066040] Prefeitura Municipal de Ibimirim - PMI,1500.0,,230.0,1380.0,0.2,0.0,9000.0,16017.0,3000.0
2859,"260680,00",Igarassu,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26068040] Secretaria de Serviços Públicos - SSP,999.0,1037.0,18.93,193.34,193.34,236.28,1060.0,3437.0,0.0
2864,"260720,00",Ipojuca,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26072040] Secretaria de Infraestrutura e Serviço Municpais - SEINFRA,3053.0,4137.0,117.65,408.88,408.88,642.85,3107.0,14049.0,0.0
2865,"260730,00",Ipubi,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA,2351.0,2369.0,27.02,207.05,207.05,360.83,2422.0,8674.0,0.0
2872,"260790,00",Jaboatão dos Guararapes,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26079040] SECRETARIA EXECUTIVA DE SERVIÇOS URBANOS - SESUDC,21775.0,41194.0,360.45,3391.44,3391.44,4446.48,23680.0,132995.0,0.0
2885,"260875,00",Lagoa Grande,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26087511] Prefeitura Municipal de Lagoa Grande - PMLG | [26087540] PREFEITURA MUNICIPAL DE LAGOA GRANDE - PMLG/SEIMA,4039.0,4099.0,35.33,615.06,251.6,114.31,4050.0,10892.0,0.0
2893,"261430,00",Moreilândia,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26143011] Prefeitura Municipal de Moreilândia - PMM | [26143040] Prefeitura Municipal de Moreilândia - PMM,1210.0,,25.0,20.0,0.0,0.0,1263.0,1263.0,0.0
2894,"260940,00",Moreno,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26094040] Prefeitura Municipal do Moreno - PMM,5263.0,5541.0,84.15,442.51,442.51,805.08,5388.0,18452.0,0.0
2895,"260950,00",Nazaré da Mata,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA,2976.0,3054.0,65.9,316.2,316.2,467.19,3011.0,10381.0,0.0
2896,"260960,00",Olinda,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26096040] SECRETARIA DE INFRAESTRUTURA DE OLINDA - SEINFRA,35776.0,56068.0,470.64,6437.59,6437.59,8282.71,37333.0,177589.0,0.0
2902,"261020,00",Panelas,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26102011] Prefeitura Municipal de Panelas - PMP | [26102040] Prefeitura Municipal de Panelas - PMP,3540.0,,36.2,661.0,0.0,0.0,3550.0,14384.0,0.0
2904,"261040,00",Parnamirim,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26104040] Prefeitura Municipal de Parnamirim - PMP,2197.0,2229.0,40.37,229.63,229.63,311.57,2267.0,8010.0,0.0
2907,"261070,00",Paulista,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26107040] PREFEITURA MUNICIPAL DO PAULISTA - PMP,36671.0,53972.0,623.44,4490.16,4490.16,6660.83,38059.0,174811.0,0.0
2911,"261110,00",Petrolina,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26111040] Prefeitura Municipal - PM,69547.0,87610.0,669.01,9746.85,9746.85,13010.59,70647.0,260366.0,0.0
2912,"261120,00",Poção,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26112011] Prefeitura Municipal de Poção - PMP | [26112040] Prefeitura Municipal de Poção - PMP,1250.0,,9.85,430.0,0.0,0.0,1300.0,7000.0,0.0
2916,"261153,00",Quixaba,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26115311] Prefeitura Municipal de Quixabá - PMQ | [26115340] Prefeitura Municipal de Quixaba - PMQ,630.0,630.0,16.0,185.0,185.0,0.0,650.0,2518.0,0.0
2917,"261160,00",Recife,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26116040] Autarquia de Manutenção e Limpeza Urbana - EMLURB,99179.0,251780.0,1742.51,47526.41,47402.84,55512.38,102326.0,723388.0,0.0
2918,"261170,00",Riacho das Almas,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26117011] Prefeitura Municipal de Riacho das Almas - PMRA | [26117040] Prefeitura Municipal de Riacho das Almas - Secretaria de Infraestutura - PMR,6636.0,6710.0,27.0,524.0,0.0,0.0,7026.0,4920.0,0.0
2920,"261190,00",Rio Formoso,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26119040] Secretaria Municipal de Serviços Públicos - pmrf,1066.0,1074.0,14.96,107.27,107.27,160.33,1112.0,3830.0,0.0
2923,"261220,00",Salgueiro,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26122040] PREFEITURA MUNICIPAL DO SALGUEIRO - PMS,6855.0,7109.0,94.54,757.33,757.33,1092.19,6985.0,24358.0,0.0
2928,"261250,00",Santa Cruz do Capibaribe,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26125011] Prefeitura Municipal de Santa Cruz do Capibaribe - PMSCC | [26125040] Secretaria de Serviços Públicos - SSP,86321.0,,2505.0,4050.0,0.0,0.0,96328.0,105487.0,0.0
2929,"261255,00",Santa Filomena,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26125511] Prefeitura Municipal de Santa Filomena - PMSF | [26125540] PREFEITURA MUNICIPAL DE SANTA FILOMENA - PMSF,2500.0,,10.0,500.0,400.0,100.0,3000.0,2410.0,0.0
2934,"261300,00",São Bento do Una,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26130011] Prefeitura Municipal de São Bento do Una - PMSBU | [26130040] Prefeitura Municipal de São Bento do Una - PMSBU,1744.0,,16.8,325.0,0.0,0.0,2180.0,26776.0,1300.04
2935,"261310,00",São Caitano,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26131011] Prefeitura Municipal de São Caetano - PMSC | [26131040] Prefeitura Municipal de São Caetano - PMSC,6750.0,,66.0,1000.0,0.0,0.0,7000.0,13538.0,0.0
2937,"261330,00",São Joaquim do Monte,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26133011] Prefeitura Municipal de São Joaquim do Monte - PMSJM | [26133040] Município de São Joaquim do Monte - Prefeitura - PMSJM,5000.0,,54.0,409.62,0.0,0.0,5000.0,14720.0,0.0
2939,"261350,00",São José do Belmonte,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26135011] Prefeitura Municipal de São José do Belmonte - PMSJB,2500.0,2500.0,30.0,1000.0,0.0,0.0,2500.0,8000.0,0.0
2940,"261360,00",São José do Egito,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26136011] Prefeitura Municipal de São José do Egito - PMSJE | [26136040] Prefeitura Municipal de São José do Egito - PMSJE,50.0,22357.0,100.0,2000.0,0.0,0.0,500.0,22357.0,0.0
2941,"261370,00",São Lourenço da Mata,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26137040] PREFEITURA MUNICIPAL DE SÃO LOURENÇO DA MATA - PMSLM,6793.0,8315.0,70.13,619.97,619.97,876.57,6885.0,22088.0,0.0
2943,"261390,00",Serra Talhada,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26139011] Prefeitura Municipal de Serra Talhada - PMST | [26139040] PREFEITURA MUNICIPAL DE SERRA TALHADA - PMST,4710.0,,39.0,1066.0,0.0,1066.0,4946.0,66764.0,0.0
2944,"261400,00",Serrita,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26140011] Prefeitura Municipal de Serrita - PMS | [26140040] Secretaria de Meio Ambiente de Serrita - SEMASE,3730.0,,50.0,1000.0,0.0,0.0,3739.0,6645.0,0.0
2945,"261410,00",Sertânia,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26141011] Prefeitura Municipal de Sertania - PMS | [26141040] SECRETARIA DE SERVIÇOS PÚBLICOS DA CIDADE DE SERTÂNIA - PMS,5785.0,,46.75,593.52,0.0,0.0,5823.0,13468.0,0.0
2946,"261420,00",Sirinhaém,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA,2154.0,2173.0,38.08,214.86,214.86,322.88,2249.0,7927.0,0.0
2947,"261440,00",Solidão,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26144011] Prefeitura Municipal de Solidão - PMS | [26144040] Secretaria de Obras e Infraestrutura - SOE,520.0,,1.85,27.5,0.0,0.0,520.0,1560.0,0.0
2948,"261450,00",Surubim,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA,2380.0,2601.0,25.85,57.22,57.22,72.25,2422.0,8311.0,0.0
2950,"261470,00",Tacaimbó,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26147040] PREFEITURA MUNICPAL DE TACAIMBÓ - PMT,1549.0,1569.0,35.51,120.02,120.02,167.67,1573.0,4929.0,0.0
2952,"261485,00",Tamandaré,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA,6022.0,6554.0,91.73,621.19,621.19,941.89,6141.0,17127.0,0.0
2955,"261520,00",Terra Nova,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26152011] Prefeitura Municipal de Terra Nova - PMTN | [26152040] Prefeitura Municipal de Terra Nova - PMTN,2507.0,3000.0,70.0,824.0,0.0,0.0,2604.0,5395.0,0.0
